gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Rpl28,2.44460434141138e-118,0.262277357956943,0.983,0.965,4.33697256209792e-114
Rasgrp2,2.1175600546946e-56,0.261442045568689,0.63,0.501,3.75676329303368e-52
Hist1h4d,4.337288494460201e-53,0.261009424597033,0.44,0.318,7.69478351802184e-49
Eno1,1.2374318580432e-67,0.260949531555103,0.377,0.242,2.19532785935445e-63
Fkbp5,2.40205173817182e-84,0.260542031511976,0.122,0.037,4.26147998869063e-80
Rps12,2.911190437153e-123,0.256535071268094,0.987,0.977,5.16474295455314e-119
Gimap6,1.10797374496883e-44,0.255409627898985,0.79,0.703,1.9656562209492e-40
Rps15,1.9048023299356101e-109,0.255311685990133,0.977,0.955,3.37930981353877e-105
Atp5j2,1.72420726364541e-74,0.255009716671157,0.838,0.735,3.05891610643333e-70
Tbc1d4,3.44906637461097e-54,0.254458049992971,0.822,0.738,6.11898865519732e-50
Sik1,7.071810920769409e-50,0.254407980189834,0.62,0.502,1.2546099754537e-45
B4galt4,2.76506228421238e-52,0.251025854596117,0.679,0.562,4.9054969984211795e-48
Tpt1,3.80322989894456e-175,0.250591610254409,0.995,0.994,6.74731016371754e-171
Uqcr11,4.4087198577909606e-61,0.250323831560743,0.777,0.673,7.82150989970694e-57
